Date,Stock,Stock_change,Price,Price_change
5/25/2001,968446,0.003994675,29.22,0.00223518
6/1/2001,983434,0.006669809,28.38,-0.01266782
6/8/2001,984178,0.000328434,28.05,-0.005079526
6/15/2001,996068,0.005215335,28.92,0.013265423
6/22/2001,998904,0.001234764,26.98,-0.030156343
6/29/2001,996075,-0.001231712,26.33,-0.010591086
7/6/2001,997041,0.000420978,26.86,0.008655149
7/13/2001,1004276,0.003140067,27.12,0.004183677
7/20/2001,1004959,0.00029526,25.36,-0.029140436
7/27/2001,1001961,-0.001297526,26.6,0.020732387
8/3/2001,1000970,-0.000429756,27.02,0.006803708
8/10/2001,994492,-0.002819768,27.78,0.012046897
8/17/2001,987656,-0.002995587,27.49,-0.004557502
8/24/2001,986414,-0.000546479,27,-0.007810976
8/31/2001,984323,-0.000921594,26.93,-0.001127411
9/7/2001,990122,0.002551077,27.37,0.007038444
9/14/2001,990662,0.000236794,27.63,0.004106088
9/21/2001,1004105,0.005853625,27.16,-0.007451119
9/28/2001,1009959,0.002524614,22.47,-0.082326693
10/5/2001,1010687,0.000312936,22.63,0.003081482
10/12/2001,1007961,-0.001172951,22.66,0.000575352
10/19/2001,1009553,0.000685395,21.85,-0.015808464
10/26/2001,1008399,-0.000496717,22,0.00297124
11/2/2001,1007166,-0.00053135,21.15,-0.017112309
11/9/2001,1006026,-0.000491852,20.68,-0.009759837
11/16/2001,1003376,-0.001145496,19.62,-0.022851531
11/23/2001,1004733,0.000586958,18.61,-0.02295263
11/30/2001,1012865,0.003500897,19.09,0.011059555
12/7/2001,1008484,-0.001882552,19.36,0.006099425
12/14/2001,1003114,-0.002318721,18.43,-0.021380018
12/21/2001,996084,-0.003054328,19.46,0.023617501
12/28/2001,992919,-0.001382143,20.86,0.030171468
1/4/2002,998780,0.002556016,20.71,-0.003134205
1/11/2002,998574,-8.95832E-05,20.59,-0.002523752
1/18/2002,1000547,0.00085724,18.52,-0.046015364
1/25/2002,1001896,0.000585149,19.38,0.01971279
2/1/2002,1000514,-0.000599473,19.71,0.007332852
2/8/2002,1000418,-4.16729E-05,19.96,0.005473913
2/15/2002,993719,-0.002917904,21.21,0.026380132
2/22/2002,988046,-0.002486429,20.8,-0.008477334
3/1/2002,984631,-0.001503659,21.46,0.013566383
3/8/2002,983285,-0.000594091,23.26,0.034979993
3/15/2002,982530,-0.000333594,24.35,0.019889255
3/22/2002,973361,-0.004071879,25.17,0.01438425
3/29/2002,979847,0.002884326,25.63,0.007865391
4/5/2002,982188,0.001036357,26.99,0.022454278
4/12/2002,975820,-0.002824909,25.39,-0.026540184
4/19/2002,980795,0.002208528,25.56,0.002898149
4/26/2002,987844,0.003110123,26.62,0.017647202
5/3/2002,990056,0.000971394,26.89,0.004382751
5/10/2002,990651,0.000260922,27.25,0.005775704
5/17/2002,998755,0.003538284,28.4,0.017951833
5/24/2002,1002270,0.001525765,26.81,-0.025021526
5/31/2002,1008232,0.002575746,25.25,-0.026035432
6/7/2002,1010164,0.00083141,24.97,-0.00484284
6/14/2002,1014859,0.00201382,24.93,-0.000696264
6/21/2002,1013228,-0.000698525,25.64,0.012195742
6/28/2002,1014965,0.000743884,26.65,0.016779193
7/5/2002,1011612,-0.001437094,26.79,0.0022755
7/12/2002,1016042,0.001897688,26.65,-0.0022755
7/19/2002,1013823,-0.000949521,27.62,0.015526461
7/26/2002,1012277,-0.00066277,26.62,-0.016015623
8/2/2002,1008745,-0.001517974,26.85,0.003736239
8/9/2002,996199,-0.005435294,26.76,-0.001458181
8/16/2002,997524,0.000577252,28.46,0.026748787
8/23/2002,996788,-0.000320552,29.33,0.013077167
8/30/2002,990700,-0.002660638,28.87,-0.006865279
9/6/2002,993706,0.001315749,28.66,-0.003170598
9/13/2002,988079,-0.002466243,29.58,0.013721984
9/20/2002,986632,-0.000636472,29.47,-0.001618034
9/27/2002,978129,-0.003759062,30.61,0.016483194
10/4/2002,965916,-0.005456775,30.23,-0.005425182
10/11/2002,963591,-0.001046625,29.36,-0.012682096
10/18/2002,965893,0.001036284,29.69,0.004854146
10/25/2002,962671,-0.00145113,27.94,-0.026383796
11/1/2002,967230,0.002051869,27.06,-0.01389861
11/8/2002,962260,-0.002237325,26,-0.017354444
11/15/2002,964104,0.000831452,25.57,-0.00724262
11/22/2002,959792,-0.001946759,26.64,0.017803492
11/29/2002,960788,0.000450444,26.47,-0.002780279
12/6/2002,965368,0.002065329,27.09,0.010055064
12/13/2002,960360,-0.002258836,27.76,0.010610457
12/20/2002,954741,-0.00254849,30.3,0.038023167
12/27/2002,938790,-0.007317118,32.23,0.026817677
1/3/2003,936843,-0.000901639,31.88,-0.004741993
1/10/2003,935118,-0.000800399,31.48,-0.005483589
1/17/2003,928968,-0.002865663,33.08,0.021530777
1/24/2003,919230,-0.004576565,33.25,0.002226149
1/31/2003,902387,-0.008031359,33.19,-0.000784397
2/7/2003,896332,-0.002923929,33.91,0.009320537
2/14/2003,889598,-0.003275104,35.77,0.02319115
2/21/2003,881912,-0.003768546,36.62,0.0101994
2/28/2003,878975,-0.001448729,36.81,0.002247477
3/7/2003,868262,-0.005325729,36.85,0.000471675
3/14/2003,865610,-0.001328529,36.64,-0.002482027
3/21/2003,870287,0.002340231,30.4,-0.081081881
3/28/2003,875753,0.002719137,29.16,-0.018086064
4/4/2003,868255,-0.003734341,29.39,0.003412066
4/11/2003,871096,0.001418727,28.08,-0.019802483
4/18/2003,882711,0.005752519,29.41,0.020097921
4/25/2003,889451,0.003303489,28.07,-0.020252612
5/2/2003,889085,-0.000178745,25.65,-0.039155043
5/9/2003,888593,-0.000240395,26.63,0.016283797
5/16/2003,895984,0.003597367,28.58,0.030691058
5/23/2003,896575,0.000286371,29.03,0.006784811
5/30/2003,905615,0.004356982,29.15,0.001791523
6/6/2003,907955,0.001120717,30.69,0.022358329
6/13/2003,913903,0.002835778,31.54,0.011864801
6/20/2003,912786,-0.000531133,30.68,-0.012006334
6/27/2003,908507,-0.002040693,29.24,-0.020877987
7/4/2003,909128,0.000296756,30.29,0.015321905
7/11/2003,914451,0.002535405,30.71,0.005980543
7/18/2003,912258,-0.001042759,31.46,0.010478902
7/25/2003,914904,0.001257846,30.41,-0.014742298
8/1/2003,920547,0.002670441,30.78,0.005252195
8/8/2003,915931,-0.002183209,32.07,0.017830344
8/15/2003,916693,0.000361157,31.37,-0.009584441
8/22/2003,913556,-0.001488741,31.25,-0.001664497
8/29/2003,918815,0.002492902,31.56,0.004286973
9/5/2003,923173,0.002055018,29.19,-0.0339029
9/12/2003,933993,0.005060527,28.89,-0.004486553
9/19/2003,942323,0.00385617,27.39,-0.02315551
9/26/2003,947404,0.002335423,27.76,0.00582743
10/3/2003,950027,0.001200734,29.45,0.025665837
10/10/2003,949109,-0.000419857,30.73,0.018477261
10/17/2003,949016,-4.25571E-05,31.55,0.011436803
10/24/2003,952512,0.001596921,30.18,-0.019280128
10/31/2003,949521,-0.001365882,29.19,-0.01448514
11/7/2003,944555,-0.002277323,29.81,0.009127881
11/14/2003,942982,-0.000723848,31.53,0.024361995
11/21/2003,935868,-0.003288805,32.48,0.01289205
11/28/2003,936710,0.000390559,29.97,-0.034929278
12/5/2003,932665,-0.001879477,30.76,0.011299588
12/12/2003,921023,-0.005455204,32.13,0.018924394
12/19/2003,917987,-0.001433945,33.23,0.014619616
12/26/2003,912863,-0.002430926,32.23,-0.013270036
1/2/2004,915532,0.001267924,32.57,0.004557453
1/9/2004,911966,-0.001694881,33.88,0.017125643
1/16/2004,910937,-0.000490305,34.43,0.006993621
1/23/2004,898971,-0.00574266,35.16,0.009111844
1/30/2004,896170,-0.001355281,33.61,-0.019580354
2/6/2004,885539,-0.005182709,33.55,-0.000775988
2/13/2004,883933,-0.000788345,33.85,0.003866149
2/20/2004,879229,-0.002317344,35.56,0.021403079
2/27/2004,881934,0.001334082,35.26,-0.003679444
3/5/2004,888730,0.003333755,36.64,0.016673157
3/12/2004,890511,0.000869448,36.38,-0.00309277
3/19/2004,896301,0.002814593,37.82,0.01685883
3/26/2004,902148,0.00282391,36.56,-0.014715337
4/2/2004,896833,-0.00256621,35.22,-0.016216835
4/9/2004,891693,-0.002496223,35.66,0.005391987
4/16/2004,896228,0.002203151,37.42,0.020922444
4/23/2004,902984,0.003261547,36.78,-0.007492058
4/30/2004,911024,0.003849763,37.33,0.006446265
5/7/2004,913912,0.001374562,39.21,0.021338852
5/14/2004,917446,0.001676132,40.44,0.013414305
5/21/2004,918608,0.000549712,40.89,0.004805964
5/28/2004,927350,0.004113453,40.58,-0.003305068
6/4/2004,930977,0.001695275,40.02,-0.006034958
6/11/2004,935586,0.002144763,37.98,-0.022722124
6/18/2004,940234,0.002152237,37.86,-0.001374351
6/25/2004,944309,0.001878177,37.76,-0.001148624
7/2/2004,950343,0.002766251,37.22,-0.006255617
7/9/2004,950749,0.000185497,39.76,0.028670007
7/16/2004,952460,0.000780869,40.39,0.006827477
7/23/2004,959703,0.003290107,41.23,0.008939482
7/30/2004,962369,0.001204773,42.55,0.01368623
8/6/2004,960446,-0.000868673,43.83,0.012871906
8/13/2004,961938,0.000674129,45.25,0.013847113
8/20/2004,963163,0.00055271,47.33,0.019517921
8/27/2004,962242,-0.000415482,44.2,-0.029714235
9/3/2004,962619,0.00017012,43.29,-0.009034684
9/10/2004,958993,-0.001638992,43.38,0.000901962
9/17/2004,945937,-0.005953224,44.26,0.008721862
9/24/2004,946488,0.000252899,47.83,0.033688971
10/1/2004,946269,-0.000100499,49.76,0.017179991
10/8/2004,945441,-0.000380181,51.8,0.017449388
10/15/2004,942421,-0.001389477,53.9,0.017259005
10/22/2004,943682,0.000580716,54.3,0.003211064
10/29/2004,947564,0.001782881,52.97,-0.010769857
11/5/2004,950394,0.001295133,49.81,-0.026713431
11/12/2004,948481,-0.00087505,48.01,-0.015984836
11/19/2004,950347,0.000853573,46.9,-0.010158863
11/26/2004,956679,0.002884033,49.01,0.01911186
12/3/2004,962266,0.0025289,46.03,-0.027243728
12/10/2004,959321,-0.00133119,41.92,-0.040619701
12/17/2004,958670,-0.000294814,43.5,0.016067983
12/24/2004,951865,-0.003093779,44.96,0.014337046
12/31/2004,949433,-0.001111035,42.55,-0.023926738
1/7/2005,944483,-0.002270177,44.08,0.015342021
1/14/2005,947390,0.001334651,46.76,0.025632917
1/21/2005,945124,-0.001040005,47.84,0.009916668
1/28/2005,941988,-0.001443421,48.65,0.007291674
2/4/2005,936592,-0.002494926,46.99,-0.0150774
2/11/2005,935086,-0.000698889,46.08,-0.008492975
2/18/2005,934472,-0.000285262,47.78,0.015733675
2/25/2005,934892,0.000195151,51.3,0.03087122
3/4/2005,936245,0.000628068,52.77,0.012269729
3/11/2005,931104,-0.002391319,54.24,0.011932587
3/18/2005,931307,9.46749E-05,55.92,0.013247482
3/25/2005,936891,0.0025962,55.33,-0.004606493
4/1/2005,939995,0.001436476,54.99,-0.002676951
4/8/2005,945783,0.00266596,55.27,0.002205745
4/15/2005,944566,-0.000559195,51.48,-0.030850926
4/22/2005,951247,0.003060991,52.94,0.012145399
4/29/2005,956258,0.002281781,52.37,-0.004701363
5/6/2005,962977,0.003040833,50.47,-0.016049269
5/13/2005,971120,0.003656984,50.35,-0.00103383
5/20/2005,975119,0.00178472,47.71,-0.023390058
5/27/2005,982544,0.003294389,50.53,0.024939882
6/3/2005,982511,-1.45866E-05,53.81,0.027313694
6/10/2005,985336,0.001246929,53.72,-0.000726988
6/17/2005,988235,0.001275881,56.25,0.019986523
6/24/2005,997616,0.004103175,59.12,0.021611899
7/1/2005,999479,0.000810268,58.25,-0.006438496
7/8/2005,1000442,0.000418242,60.31,0.015093399
7/15/2005,1002886,0.001059653,59.09,-0.008875338
7/22/2005,1000618,-0.000983258,57.46,-0.012148368
7/29/2005,1005508,0.002117219,59.56,0.015589067
8/5/2005,1008891,0.001458718,61.6,0.014626023
8/12/2005,1005580,-0.001427621,64.91,0.022730897
8/19/2005,1006016,0.000188261,64.84,-0.000468603
8/26/2005,1008473,0.001059387,66.42,0.010455865
9/2/2005,993600,-0.006452692,68.6,0.014025244
9/9/2005,989478,-0.00180544,64.73,-0.025218509
9/16/2005,996314,0.00299009,63.86,-0.005876693
9/23/2005,998825,0.001093171,66.22,0.015760262
9/30/2005,988930,-0.004323852,66.05,-0.001116354
10/7/2005,981909,-0.003094311,63.07,-0.020049991
10/14/2005,988165,0.002758227,63.03,-0.000275524
10/21/2005,987940,-9.88978E-05,62.33,-0.00485018
10/28/2005,989484,0.000678206,61.15,-0.008300666
11/4/2005,1001032,0.005039185,60.34,-0.005791156
11/11/2005,999984,-0.00045491,58.69,-0.012041196
11/18/2005,1001592,0.000697796,57.01,-0.012613069
11/25/2005,1003765,0.000941201,58.42,0.010610512
12/2/2005,1009606,0.002519875,57.79,-0.004708858
12/9/2005,1010894,0.000553696,59.82,0.014993714
12/16/2005,1003025,-0.003393861,60.31,0.00354292
12/23/2005,995679,-0.00319241,58.12,-0.016063723
12/30/2005,993515,-0.000944919,59.84,0.012665979
1/6/2006,995095,0.000690116,63.39,0.025029167
1/13/2006,1000325,0.002276579,63.73,0.002323167
1/20/2006,1004201,0.001679527,66.81,0.020497553
1/27/2006,1006053,0.000800211,67.01,0.001298146
2/3/2006,1008844,0.001203155,66.58,-0.002795827
2/10/2006,1013007,0.001788431,63.04,-0.023727586
2/17/2006,1010956,-0.000880192,59.36,-0.026122312
2/24/2006,1007006,-0.001700196,61.39,0.014603741
3/3/2006,1008137,0.000487496,62.28,0.006250971
3/10/2006,1005099,-0.001310713,60.89,-0.00980263
3/17/2006,999605,-0.002380421,62.68,0.012583014
3/24/2006,996303,-0.001436982,62.19,-0.003408431
3/31/2006,991682,-0.002019008,66.09,0.026415195
4/7/2006,988906,-0.001217419,67.07,0.006392554
4/14/2006,983056,-0.002576754,68.92,0.011816962
4/21/2006,985856,0.001235226,72.21,0.020252076
4/28/2006,988051,0.000965878,72.2,-6.01474E-05
5/5/2006,993516,0.002395504,72.14,-0.00036106
5/12/2006,995307,0.000782193,71.59,-0.003323776
5/19/2006,998914,0.001571041,69.12,-0.015248633
5/26/2006,1007034,0.003516034,70.71,0.009877108
6/2/2006,1013521,0.002788618,71.5,0.004825205
6/9/2006,1020183,0.002845331,71.58,0.000485652
6/16/2006,1028031,0.003328129,69.49,-0.012869382
6/23/2006,1028588,0.000235242,69.99,0.003113682
6/30/2006,1028856,0.000113141,72.67,0.016319167
7/7/2006,1027014,-0.000778231,74.81,0.012604495
7/14/2006,1033657,0.002800086,75.29,0.002777642
7/21/2006,1036182,0.001059594,73.8,-0.008680935
7/28/2006,1041323,0.002149417,74.1,0.001761846
8/4/2006,1039279,-0.000853309,75.07,0.005648208
8/11/2006,1040437,0.000483636,75.6,0.00305538
8/18/2006,1044701,0.001776222,71.93,-0.021611735
8/25/2006,1048712,0.001664227,72.34,0.002468444
9/1/2006,1050565,0.000766691,69.96,-0.014528704
9/8/2006,1055009,0.001833236,67.42,-0.016061053
9/15/2006,1059272,0.001751328,63.98,-0.022744512
9/22/2006,1068431,0.003738988,61.61,-0.016393027
9/29/2006,1072459,0.001634218,62.22,0.004278798
10/6/2006,1072703,9.87971E-05,59.78,-0.017374096
10/13/2006,1066918,-0.002348453,58.5,-0.009400045
10/20/2006,1055574,-0.004642358,58.37,-0.000966173
10/27/2006,1052230,-0.001378005,60.13,0.012901511
11/3/2006,1045456,-0.00280492,58.56,-0.011490136
11/10/2006,1036437,-0.003762851,59.91,0.009898252
11/17/2006,1040312,0.0016207,57.54,-0.017529462
11/24/2006,1032765,-0.003162097,59.4,0.013816587
12/1/2006,1028395,-0.001841555,62.07,0.0190953
12/8/2006,1020926,-0.003165692,62.32,0.001745699
12/15/2006,1012996,-0.003386534,61.91,-0.002866641
12/22/2006,1005628,-0.003170373,62.83,0.006406256
12/29/2006,1007428,0.00077666,60.76,-0.014549295
1/5/2007,1014066,0.002852204,56.74,-0.029728434
1/12/2007,1023121,0.003860777,54.12,-0.020531544
1/19/2007,1024581,0.000619299,51.48,-0.02171925
1/26/2007,1024884,0.000128415,54.24,0.022681143
2/2/2007,1014388,-0.00447061,57.09,0.022240362
2/9/2007,1003096,-0.004861604,58.99,0.014218353
2/16/2007,992035,-0.004815504,58.45,-0.003993881
2/23/2007,983158,-0.003903677,60.06,0.011800812
3/2/2007,967267,-0.007076946,61.66,0.011418193
3/9/2007,964702,-0.001153192,60.85,-0.005742938
3/16/2007,961792,-0.001312019,57.93,-0.021357054
3/23/2007,962188,0.000178776,59.38,0.010736665
3/30/2007,964836,0.001193563,64.36,0.034975842
4/6/2007,964749,-3.91624E-05,64.81,0.003025986
4/13/2007,964973,0.000100825,62.58,-0.015206463
4/20/2007,964854,-5.35603E-05,63.01,0.002973921
4/27/2007,965015,7.24623E-05,65.57,0.017295704
5/4/2007,971286,0.002813065,63.78,-0.012020669
5/11/2007,978207,0.003083637,61.89,-0.013064032
5/18/2007,984585,0.002822449,63.6,0.011836633
5/25/2007,986323,0.000765945,65.28,0.01132303
6/1/2007,990094,0.001657268,63.93,-0.009075441
6/8/2007,990761,0.000292474,65.89,0.013114803
6/15/2007,1000643,0.004310259,66.65,0.004980646
6/22/2007,1001205,0.000243848,68.83,0.013977616
6/29/2007,1009446,0.003560082,69.23,0.002516562
7/6/2007,1011887,0.001048925,71.78,0.015709122
7/13/2007,1013136,0.000535731,72.8,0.006127925
7/20/2007,1017876,0.002027127,74.94,0.012582309
7/27/2007,1017134,-0.000316703,75.26,0.001850525
8/3/2007,1017012,-5.20945E-05,76.78,0.008683894
8/10/2007,1012505,-0.001928901,71.94,-0.028277674
8/17/2007,1013016,0.000219128,72.06,0.000723824
8/24/2007,1010856,-0.000927012,70.15,-0.011666582
8/31/2007,1005439,-0.002333566,72.92,0.016818985
9/7/2007,1002077,-0.001454633,75.95,0.017681118
9/14/2007,999213,-0.001243018,78.96,0.016879361
9/21/2007,1003397,0.001814723,81.79,0.015293069
9/28/2007,1004348,0.000411421,81.06,-0.003893609
10/5/2007,1003829,-0.000224481,80.58,-0.002579336
10/12/2007,1006364,0.001095355,81.47,0.004770453
10/19/2007,998518,-0.003399194,87.84,0.032694611
10/26/2007,997433,-0.000472165,88.45,0.00300551
11/2/2007,996387,-0.00045568,93.57,0.024438792
11/9/2007,997031,0.000280609,95.77,0.010092858
11/16/2007,990153,-0.003006354,93.68,-0.009582605
11/23/2007,988370,-0.000782753,97.04,0.015303906
11/30/2007,984579,-0.001668986,92.49,-0.020856008
12/7/2007,983033,-0.000682471,88.73,-0.018024298
12/14/2007,974682,-0.003705151,91.16,0.011733835
12/21/2007,964224,-0.004685009,91.35,0.000904235
12/28/2007,956865,-0.003327268,95.68,0.020112615
1/4/2008,949024,-0.003573474,98.17,0.011157624
1/11/2008,952637,0.00165025,94.7,-0.015628812
1/18/2008,954789,0.000979962,91.53,-0.014786517
1/25/2008,953837,-0.000433242,89.24,-0.011003901
2/1/2008,963194,0.004239604,91.13,0.009101809
2/8/2008,963970,0.00034975,89.09,-0.009832411
2/15/2008,960263,-0.001673323,94.12,0.02385296
2/22/2008,962921,0.001200463,99.45,0.023922869
2/29/2008,958463,-0.002015306,100.84,0.00602805
3/7/2008,965271,0.003073906,103.42,0.010971696
3/14/2008,962360,-0.001311695,109.42,0.024492177
3/21/2008,955827,-0.002958269,105.36,-0.016420948
3/28/2008,957327,0.000681014,104.24,-0.004641359
4/4/2008,948665,-0.00394743,103.49,-0.003136016
4/11/2008,940660,-0.003680201,109.74,0.025466569
4/18/2008,941448,0.00036366,114.41,0.01809903
4/25/2008,950280,0.004055252,117.95,0.01323396
5/2/2008,955771,0.00250226,115.34,-0.009717998
5/9/2008,960812,0.002284569,123,0.027925164
5/16/2008,960394,-0.00018898,124.93,0.006761629
5/23/2008,950651,-0.004428329,130.46,0.018810634
5/30/2008,950913,0.000119675,128.46,-0.006709457
6/6/2008,951145,0.000105945,128.14,-0.001083198
6/13/2008,951737,0.000270224,134.73,0.02177959
6/20/2008,957211,0.002490727,134.37,-0.001161993
6/27/2008,959451,0.001015119,137.63,0.010410793
7/4/2008,956308,-0.001425011,142.46,0.01497983
7/11/2008,963797,0.003387781,140.04,-0.007440838
7/18/2008,965760,0.000883644,135.34,-0.01482593
7/25/2008,968297,0.001139373,126.44,-0.029541685
8/1/2008,970827,0.00113326,124.57,-0.006471023
8/8/2008,965365,-0.002450297,118.88,-0.020304668
8/15/2008,973648,0.003710427,114.45,-0.016492999
8/22/2008,975909,0.001007347,115.63,0.004454729
8/29/2008,972295,-0.001611271,116.12,0.001836502
9/5/2008,957096,-0.006842551,108.3,-0.030278571
9/12/2008,945121,-0.005468088,102.85,-0.022424161
9/19/2008,927254,-0.008288698,97.29,-0.024136093
9/26/2008,927734,0.000224758,109.63,0.051861211
10/3/2008,947407,0.009113116,96.68,-0.054592772
10/10/2008,959170,0.005358998,86.22,-0.049728623
10/17/2008,968685,0.004286988,75.21,-0.05933243
10/24/2008,975395,0.00299795,68.78,-0.038813417
10/31/2008,980551,0.002289662,65.44,-0.021618881
11/7/2008,981596,0.000462593,64.31,-0.007564781
11/14/2008,984373,0.001226913,58.64,-0.040084548
11/21/2008,994066,0.004255527,52.5,-0.048034658
11/28/2008,993680,-0.000168671,53.54,0.008519063
12/5/2008,1000303,0.002885023,45.5,-0.07066697
12/12/2008,997569,-0.001188627,44.71,-0.007606727
12/19/2008,995980,-0.000692327,39.65,-0.052161478
12/26/2008,991842,-0.001808123,37.99,-0.018573898
1/2/2009,998875,0.003068649,42.5,0.048719636
1/9/2009,1007165,0.003589482,44.51,0.020068664
1/16/2009,1018956,0.005054806,36.91,-0.081313549
1/23/2009,1022490,0.001503638,43.11,0.067433978
1/30/2009,1023913,0.000603988,42.52,-0.005984767
2/6/2009,1026413,0.001059087,40.5,-0.021138233
2/13/2009,1020225,-0.002626182,36.91,-0.040310978
2/20/2009,1017280,-0.001255455,36.99,0.000940286
2/27/2009,1018313,0.000440782,42.18,0.057022244
3/6/2009,1020705,0.001018954,43.26,0.01097994
3/13/2009,1023756,0.001296218,45.68,0.02363958
3/20/2009,1026592,0.001201416,49.46,0.034528017
3/27/2009,1033007,0.002705389,53.45,0.033693598
4/3/2009,1035682,0.001123164,50.32,-0.026207077
4/10/2009,1043847,0.003410419,50.46,0.001206614
