Date,Stock,Stock_change,Price,Price_change,Days_of_Supply,DoS_change
8/10/2018,1224349,0.014361048,67.91,-0.012936047,23.6,0.008547009
8/17/2018,1221664,-0.002193002,66.12,-0.026358416,23,-0.025423729
8/24/2018,1219898,-0.001445569,67.64,0.022988506,22.9,-0.004347826
8/31/2018,1223778,0.003180594,69.39,0.025872265,22.6,-0.013100437
9/7/2018,1233913,0.008281731,68.78,-0.008790892,22.3,-0.013274336
9/14/2018,1234518,0.00049031,68.95,0.002471649,22.4,0.004484305
9/21/2018,1238955,0.003594115,70.29,0.019434373,22.8,0.017857143
9/28/2018,1246585,0.006158416,72.26,0.028026746,23.6,0.035087719
10/5/2018,1257958,0.009123325,75.12,0.039579297,24.6,0.042372881
10/12/2018,1260579,0.002083535,72.95,-0.028887114,25.4,0.032520325
10/19/2018,1252199,-0.006647739,70.24,-0.037148732,25.9,0.019685039
10/26/2018,1245372,-0.005452009,67.47,-0.039436219,26.1,0.007722008
11/2/2018,1249700,0.003475267,65.07,-0.035571365,26.4,0.011494253
11/9/2018,1248058,-0.001313915,61.57,-0.053788228,27,0.022727273
11/16/2018,1248229,0.000137013,56.96,-0.074874127,27,0
11/23/2018,1250120,0.001514946,53.97,-0.052492978,26.8,-0.007407407
11/30/2018,1241438,-0.006944933,51.17,-0.051880674,25.9,-0.03358209
12/7/2018,1235469,-0.004808134,52.64,0.02872777,25.5,-0.015444015
12/14/2018,1224926,-0.008533601,51.52,-0.021276596,25.3,-0.007843137
12/21/2018,1222724,-0.00179766,46.96,-0.088509317,25.3,0
12/28/2018,1237084,0.011744269,44.24,-0.057921635,25.2,-0.003952569
1/4/2019,1250327,0.010705013,46.48,0.050632911,25.1,-0.003968254
1/11/2019,1254962,0.00370703,50.97,0.096600688,25,-0.003984064
1/18/2019,1261419,0.005145176,52.16,0.023347067,25.6,0.024
1/25/2019,1256500,-0.003899577,53.16,0.019171779,26.1,0.01953125
2/1/2019,1253228,-0.002604059,53.72,0.010534236,26.6,0.019157088
2/8/2019,1259376,0.004905731,53.52,-0.003723008,27.4,0.030075188
2/15/2019,1256567,-0.00223047,53.88,0.006726457,28.2,0.02919708
2/22/2019,1238530,-0.014354189,56.56,0.049740163,27.9,-0.010638298
3/1/2019,1238107,-0.000341534,56.19,-0.006541726,28.6,0.025089606
3/8/2019,1228139,-0.008051,56.42,0.004093255,28.2,-0.013986014
3/15/2019,1215646,-0.010172301,57.81,0.024636654,27.4,-0.028368794
3/22/2019,1215839,0.000158763,59.39,0.027330912,27.6,0.00729927
3/29/2019,1222839,0.005757341,59.52,0.002188921,28.1,0.018115942
4/5/2019,1227037,0.003432995,62.36,0.047715054,28.5,0.014234875
4/12/2019,1229596,0.002085512,64.09,0.027742142,28.5,0
4/19/2019,1238616,0.007335743,63.84,-0.003900765,28.5,0
4/26/2019,1251659,0.010530302,65.28,0.022556391,28.9,0.014035088
5/3/2019,1249867,-0.0014317,62.95,-0.035692402,28.5,-0.01384083
5/10/2019,1264667,0.01184126,61.83,-0.017791898,28.6,0.003508772
5/17/2019,1281538,0.013340271,62.09,0.004205078,28.9,0.01048951
5/24/2019,1280243,-0.001010505,60.81,-0.020615236,28.7,-0.006920415
5/31/2019,1303043,0.017809119,57.33,-0.05722743,28.9,0.006968641
6/7/2019,1312314,0.007114884,53,-0.075527647,28.8,-0.003460208
6/14/2019,1311841,-0.000360432,52.49,-0.009622642,28.4,-0.013888889
6/21/2019,1299928,-0.009081131,54.73,0.042674795,27.4,-0.035211268
6/28/2019,1302493,0.001973186,58.6,0.070710762,27.2,-0.00729927
7/5/2019,1298926,-0.002738594,57.51,-0.018600683,26.5,-0.025735294
7/12/2019,1310905,0.009222234,59.27,0.030603373,26.3,-0.00754717
7/19/2019,1304457,-0.004918739,56.98,-0.038636747,25.8,-0.019011407
7/26/2019,1294383,-0.007722754,56.22,-0.013338013,25.4,-0.015503876
8/2/2019,1304775,0.008028536,56.62,0.007114906,25.4,0
8/9/2019,1307338,0.001964323,53.29,-0.05881314,25.5,0.003937008
8/16/2019,1311222,0.002970923,55.32,0.038093451,25.1,-0.015686275
8/23/2019,1299927,-0.008614102,55.55,0.004157628,24.4,-0.027888446
8/30/2019,1294933,-0.003841754,55.23,-0.005760576,24.2,-0.008196721
9/6/2019,1291893,-0.002347612,55.62,0.00706138,23.8,-0.016528926
9/13/2019,1292668,0.000599895,56.19,0.010248112,24.2,0.016806723
9/20/2019,1293239,0.000441722,59.31,0.055525894,24.6,0.016528926
9/27/2019,1292311,-0.000717578,56.95,-0.039790929,25.3,0.028455285
10/4/2019,1283980,-0.006446591,53.12,-0.067251975,26.2,0.035573123
10/11/2019,1282157,-0.001419804,53.24,0.002259036,27.3,0.041984733
10/18/2019,1273084,-0.007076356,53.49,0.004695718,27.5,0.007326007
10/25/2019,1270532,-0.002004581,55.27,0.033277248,27.9,0.014545455
11/1/2019,1274794,0.0033545,55.36,0.00162837,28.3,0.014336918
11/8/2019,1268828,-0.004679972,56.9,0.027817919,28.3,0
11/15/2019,1263559,-0.004152651,57.05,0.002636204,28.1,-0.007067138
11/22/2019,1263549,-7.91E-06,57.14,0.001577564,28.1,0
11/29/2019,1258490,-0.004003802,57.56,0.007350368,27.3,-0.028469751
12/6/2019,1275651,0.013636183,57.62,0.001042391,27.1,-0.007326007
12/13/2019,1274640,-0.000792537,59.25,0.028288789,27,-0.003690037
12/20/2019,1264193,-0.00819604,60.75,0.025316456,26.4,-0.022222222
12/27/2019,1261072,-0.002468769,61.26,0.008395062,25.5,-0.034090909
1/3/2020,1275734,0.011626616,61.74,0.007835455,25.5,0
1/10/2020,1290164,0.011311135,60.84,-0.014577259,25.2,-0.011764706
1/17/2020,1288470,-0.001313011,58.24,-0.042735043,25.2,0
1/24/2020,1289749,0.00099265,56.22,-0.034684066,25.9,0.027777778
1/31/2020,1289038,-0.00055127,52.73,-0.062077552,26.5,0.023166023
2/7/2020,1288042,-0.000772669,50.35,-0.045135596,27.3,0.030188679
2/14/2020,1286969,-0.000833047,50.83,0.009533267,27.6,0.010989011
2/21/2020,1285009,-0.001522958,52.91,0.040920716,27.6,0
2/28/2020,1273193,-0.009195266,48.38,-0.085617086,27.8,0.007246377
3/6/2020,1265513,-0.006032078,45.58,-0.057875155,28.4,0.021582734
3/13/2020,1257983,-0.005950156,32.34,-0.29047828,28.7,0.01056338
3/20/2020,1260286,0.001830708,24.73,-0.235312307,28.9,0.006968641
3/27/2020,1281285,0.016662091,23.19,-0.062272543,30.1,0.041522491
4/3/2020,1314332,0.025792076,22.91,-0.01207417,32.2,0.069767442
4/10/2020,1341573,0.020726118,24.39,0.064600611,35.3,0.096273292
4/17/2020,1367104,0.019030645,20.11,-0.175481755,38.7,0.09631728
4/24/2020,1377513,0.007613905,3.92,-0.805072103,41,0.059431525
5/1/2020,1395429,0.013006048,15.76,3.020408163,41.9,0.02195122
5/8/2020,1394885,-0.000389844,23.45,0.487944162,42,0.002386635
5/15/2020,1399920,0.003609617,26.44,0.12750533,41.3,-0.016666667
5/22/2020,1414785,0.010618464,33,0.248108926,41.7,0.00968523
5/29/2020,1429929,0.0107041,34.09,0.033030303,41.3,-0.009592326
6/5/2020,1439638,0.006789848,37.3,0.094162511,40.9,-0.00968523
6/12/2020,1446723,0.004921376,37.87,0.015281501,40.4,-0.012224939
6/19/2020,1450655,0.002717867,38.41,0.014259308,39.9,-0.012376238
6/26/2020,1451779,0.000774822,39.21,0.020827909,38.8,-0.027568922
7/3/2020,1461620,0.00677858,39.86,0.016577404,38.6,-0.005154639
7/10/2020,1452344,-0.006346383,40.46,0.015052684,37.6,-0.025906736
7/17/2020,1461159,0.006069499,40.59,0.00321305,37.7,0.002659574
7/24/2020,1454680,-0.004434151,41.41,0.02020202,36.6,-0.029177719
7/31/2020,1452571,-0.001449803,40.82,-0.014247766,35.9,-0.019125683
8/7/2020,1446420,-0.004234561,41.61,0.019353258,35.4,-0.013927577
8/14/2020,1443809,-0.001805146,42.09,0.011535689,35.1,-0.008474576
8/21/2020,1436037,-0.005382983,42.73,0.015205512,34.7,-0.011396011
8/28/2020,1428283,-0.005399582,43.07,0.007956939,34.5,-0.005763689
9/4/2020,1424862,-0.002395184,41.6,-0.034130485,35.8,0.037681159
9/11/2020,1429163,0.003018538,37.36,-0.101923077,36.2,0.011173184
9/18/2020,1421684,-0.005233133,39.56,0.05888651,37,0.022099448
9/25/2020,1421111,-0.000403043,39.88,0.008088979,37,0
10/2/2020,1419134,-0.001391165,39.18,-0.017552658,36.3,-0.018918919
10/9/2020,1402338,-0.011835387,40.33,0.02935171,35.9,-0.011019284
10/16/2020,1395103,-0.005159241,40.5,0.004215224,36.1,0.005571031
10/23/2020,1391224,-0.00278044,40.56,0.001481481,36.6,0.013850416
10/30/2020,1376547,-0.010549703,37.5,-0.075443787,36.2,-0.010928962
11/6/2020,1365069,-0.008338255,37.91,0.010933333,36.6,0.011049724
11/13/2020,1354914,-0.007439184,40.87,0.078079662,36.1,-0.013661202
11/20/2020,1353844,-0.000789718,41.7,0.020308295,35.5,-0.016620499
