Date,Stock,Stock_change,Price,Price_change,Days_of_Supply,DoS_change
4/23/2004,902984,0.00753826,36.78,-0.017103153,18.9,0.005319149
4/30/2004,911024,0.008903812,37.33,0.014953779,18.7,-0.010582011
5/7/2004,913912,0.003170059,39.21,0.050361639,18.4,-0.016042781
5/14/2004,917446,0.003866893,40.44,0.031369549,18.1,-0.016304348
5/21/2004,918608,0.00126656,40.89,0.011127596,17.9,-0.011049724
5/28/2004,927350,0.009516573,40.58,-0.007581316,18,0.005586592
6/4/2004,930977,0.003911145,40.02,-0.013799901,18,0
6/11/2004,935586,0.004950713,37.98,-0.050974513,18,0
6/18/2004,940234,0.004968009,37.86,-0.003159558,18.1,0.005555556
6/25/2004,944309,0.004334027,37.76,-0.00264131,18,-0.005524862
7/2/2004,950343,0.006389858,37.22,-0.014300847,18,0
7/9/2004,950749,0.000427214,39.76,0.06824288,17.9,-0.005555556
7/16/2004,952460,0.001799634,40.39,0.01584507,17.8,-0.005586592
7/23/2004,959703,0.007604519,41.23,0.020797227,17.8,0
7/30/2004,962369,0.002777943,42.55,0.032015523,17.7,-0.005617978
8/6/2004,960446,-0.001998194,43.83,0.030082256,17.4,-0.016949153
8/13/2004,961938,0.001553445,45.25,0.032397901,17.3,-0.005747126
8/20/2004,963163,0.001273471,47.33,0.045966851,17.2,-0.005780347
8/27/2004,962242,-0.000956224,44.2,-0.066131418,17,-0.011627907
9/3/2004,962619,0.000391793,43.29,-0.020588235,16.8,-0.011764706
9/10/2004,958993,-0.003766807,43.38,0.002079002,16.4,-0.023809524
9/17/2004,945937,-0.013614281,44.26,0.020285846,16.1,-0.018292683
9/24/2004,946488,0.000582491,47.83,0.080659738,16.9,0.049689441
10/1/2004,946269,-0.000231382,49.76,0.040351244,17.3,0.023668639
10/8/2004,945441,-0.000875015,51.8,0.040996785,18,0.040462428
10/15/2004,942421,-0.003194277,53.9,0.040540541,18.1,0.005555556
10/22/2004,943682,0.001338043,54.3,0.00742115,18.1,0
10/29/2004,947564,0.004113674,52.97,-0.024493554,18.5,0.022099448
11/5/2004,950394,0.002986606,49.81,-0.059656409,18.3,-0.010810811
11/12/2004,948481,-0.002012849,48.01,-0.036137322,18.1,-0.010928962
11/19/2004,950347,0.001967356,46.9,-0.023120183,18,-0.005524862
11/26/2004,956679,0.006662829,49.01,0.044989339,17.8,-0.011111111
12/3/2004,962266,0.005839994,46.03,-0.060803918,17.8,0
12/10/2004,959321,-0.003060484,41.92,-0.089289594,17.7,-0.005617978
12/17/2004,958670,-0.000678605,43.5,0.03769084,17.9,0.011299435
12/24/2004,951865,-0.007098376,44.96,0.033563218,17.8,-0.005586592
12/31/2004,949433,-0.002554984,42.55,-0.053603203,17.6,-0.011235955
1/7/2005,944483,-0.005213638,44.08,0.035957697,17.4,-0.011363636
1/14/2005,947390,0.003077874,46.76,0.060798548,17.7,0.017241379
1/21/2005,945124,-0.002391834,47.84,0.023096664,18.1,0.02259887
1/28/2005,941988,-0.003318083,48.65,0.016931438,18.3,0.011049724
2/4/2005,936592,-0.005728311,46.99,-0.034121274,18.3,0
2/11/2005,935086,-0.001607957,46.08,-0.019365823,18.5,0.010928962
2/18/2005,934472,-0.000656624,47.78,0.036892361,18.6,0.005405405
2/25/2005,934892,0.000449452,51.3,0.073670992,18.8,0.010752688
3/4/2005,936245,0.001447226,52.77,0.028654971,19.1,0.015957447
3/11/2005,931104,-0.005491084,54.24,0.027856737,19.3,0.010471204
3/18/2005,931307,0.000218021,55.92,0.030973451,19.6,0.015544041
3/25/2005,936891,0.005995875,55.33,-0.010550787,19.8,0.010204082
4/1/2005,939995,0.003313086,54.99,-0.006144948,19.8,0
4/8/2005,945783,0.00615748,55.27,0.005091835,20,0.01010101
4/15/2005,944566,-0.001286765,51.48,-0.068572462,19.8,-0.01
4/22/2005,951247,0.00707309,52.94,0.028360528,20.1,0.015151515
4/29/2005,956258,0.005267822,52.37,-0.010766906,20.3,0.009950249
5/6/2005,962977,0.007026346,50.47,-0.036280313,20.4,0.004926108
5/13/2005,971120,0.008456069,50.35,-0.00237765,20.6,0.009803922
5/20/2005,975119,0.004117926,47.71,-0.052432969,20.4,-0.009708738
5/27/2005,982544,0.007614455,50.53,0.059107105,20.2,-0.009803922
6/3/2005,982511,-3.36E-05,53.81,0.064911934,19.8,-0.01980198
6/10/2005,985336,0.002875286,53.72,-0.001672552,19.5,-0.015151515
6/17/2005,988235,0.002942144,56.25,0.047096054,19.3,-0.01025641
6/24/2005,997616,0.009492681,59.12,0.051022222,19.3,0
7/1/2005,999479,0.001867452,58.25,-0.014715832,19,-0.015544041
7/8/2005,1000442,0.000963502,60.31,0.035364807,18.8,-0.010526316
7/15/2005,1002886,0.00244292,59.09,-0.020228818,18.9,0.005319149
7/22/2005,1000618,-0.002261473,57.46,-0.02758504,18.9,0
7/29/2005,1005508,0.00488698,59.56,0.036547163,19,0.005291005
8/5/2005,1008891,0.003364469,61.6,0.034251175,19.2,0.010526316
8/12/2005,1005580,-0.003281821,64.91,0.053733766,19.2,0
8/19/2005,1006016,0.000433581,64.84,-0.001078416,19.4,0.010416667
8/26/2005,1008473,0.002442307,66.42,0.024367674,19.2,-0.010309278
9/2/2005,993600,-0.01474804,68.6,0.032821439,19.2,0
9/9/2005,989478,-0.004148551,64.73,-0.056413994,19.1,-0.005208333
9/16/2005,996314,0.006908693,63.86,-0.013440445,19.2,0.005235602
9/23/2005,998825,0.00252029,66.22,0.036955841,19.6,0.020833333
9/30/2005,988930,-0.00990664,66.05,-0.0025672,20.5,0.045918367
10/7/2005,981909,-0.007099592,63.07,-0.045117335,21.4,0.043902439
10/14/2005,988165,0.006371263,63.03,-0.000634216,22.7,0.060747664
10/21/2005,987940,-0.000227695,62.33,-0.011105823,23.5,0.035242291
10/28/2005,989484,0.001562848,61.15,-0.018931494,22.7,-0.034042553
11/4/2005,1001032,0.011670729,60.34,-0.013246116,22.3,-0.017621145
11/11/2005,999984,-0.00104692,58.69,-0.027345045,21.7,-0.02690583
11/18/2005,1001592,0.001608026,57.01,-0.028624979,21.2,-0.023041475
11/25/2005,1003765,0.002169546,58.42,0.024732503,20.5,-0.033018868
12/2/2005,1009606,0.005819091,57.79,-0.010783978,20.3,-0.009756098
12/9/2005,1010894,0.001275745,59.82,0.035127185,20.1,-0.009852217
12/16/2005,1003025,-0.007784199,60.31,0.00819124,20.2,0.004975124
12/23/2005,995679,-0.007323845,58.12,-0.036312386,20.2,0
12/30/2005,993515,-0.002173391,59.84,0.029593944,20.2,0
1/6/2006,995095,0.001590313,63.39,0.059324866,20,-0.00990099
1/13/2006,1000325,0.00525578,63.73,0.005363622,20.3,0.015
1/20/2006,1004201,0.003874741,66.81,0.048328887,20.2,-0.004926108
1/27/2006,1006053,0.001844252,67.01,0.002993564,20.6,0.01980198
2/3/2006,1008844,0.002774208,66.58,-0.006416953,20.8,0.009708738
2/10/2006,1013007,0.004126505,63.04,-0.05316912,21.1,0.014423077
2/17/2006,1010956,-0.002024665,59.36,-0.058375635,21.3,0.009478673
2/24/2006,1007006,-0.003907193,61.39,0.034198113,21.5,0.009389671
3/3/2006,1008137,0.001123131,62.28,0.014497475,22.1,0.027906977
3/10/2006,1005099,-0.003013479,60.89,-0.022318561,22.5,0.018099548
3/17/2006,999605,-0.005466128,62.68,0.029397274,22.4,-0.004444444
3/24/2006,996303,-0.003303305,62.19,-0.007817486,22.4,0
3/31/2006,991682,-0.004638147,66.09,0.062711047,22.4,0
4/7/2006,988906,-0.002799284,67.07,0.014828264,22.5,0.004464286
4/14/2006,983056,-0.005915628,68.92,0.027583122,22.4,-0.004444444
4/21/2006,985856,0.002848261,72.21,0.047736506,22.3,-0.004464286
4/28/2006,988051,0.002226491,72.2,-0.000138485,22.2,-0.004484305
5/5/2006,993516,0.005531091,72.14,-0.000831025,22,-0.009009009
5/12/2006,995307,0.001802689,71.59,-0.007624064,21.8,-0.009090909
5/19/2006,998914,0.003624007,69.12,-0.034502025,21.5,-0.013761468
5/26/2006,1007034,0.008128828,70.71,0.023003472,21.4,-0.004651163
6/2/2006,1013521,0.006441689,71.5,0.011172394,21.4,0
6/9/2006,1020183,0.006573125,71.58,0.001118881,21.1,-0.014018692
6/16/2006,1028031,0.007692737,69.49,-0.0291981,21,-0.004739336
6/23/2006,1028588,0.000541812,69.99,0.00719528,20.6,-0.019047619
6/30/2006,1028856,0.000260551,72.67,0.038291184,20.4,-0.009708738
7/7/2006,1027014,-0.001790338,74.81,0.02944819,20.1,-0.014705882
7/14/2006,1033657,0.006468266,75.29,0.006416255,20.1,0
7/21/2006,1036182,0.002442783,73.8,-0.019790145,20.2,0.004975124
7/28/2006,1041323,0.004961484,74.1,0.004065041,20.2,0
8/4/2006,1039279,-0.001962888,75.07,0.013090418,20.1,-0.004950495
8/11/2006,1040437,0.001114234,75.6,0.007060077,20.1,0
8/18/2006,1044701,0.004098278,71.93,-0.048544974,20.1,0
8/25/2006,1048712,0.003839376,72.34,0.005699986,20.2,0.004975124
9/1/2006,1050565,0.001766929,69.96,-0.032900194,19.9,-0.014851485
9/8/2006,1055009,0.004230105,67.42,-0.036306461,19.6,-0.015075377
9/15/2006,1059272,0.004040724,63.98,-0.051023435,19.4,-0.010204082
9/22/2006,1068431,0.008646504,61.61,-0.037042826,19.3,-0.005154639
9/29/2006,1072459,0.003770014,62.22,0.00990099,19.8,0.025906736
10/6/2006,1072703,0.000227515,59.78,-0.039215686,20.1,0.015151515
10/13/2006,1066918,-0.005392919,58.5,-0.021411843,20.9,0.039800995
10/20/2006,1055574,-0.010632495,58.37,-0.002222222,21,0.004784689
10/27/2006,1052230,-0.003167945,60.13,0.030152476,21.1,0.004761905
11/3/2006,1045456,-0.006437756,58.56,-0.026110095,21.2,0.004739336
11/10/2006,1036437,-0.008626858,59.91,0.023053279,21.2,0
11/17/2006,1040312,0.00373877,57.54,-0.039559339,21.5,0.014150943
11/24/2006,1032765,-0.007254554,59.4,0.032325339,21.5,0
12/1/2006,1028395,-0.00423136,62.07,0.044949495,21.4,-0.004651163
12/8/2006,1020926,-0.007262774,62.32,0.004027711,20.9,-0.023364486
12/15/2006,1012996,-0.007767458,61.91,-0.006578947,20.3,-0.028708134
12/22/2006,1005628,-0.007273474,62.83,0.014860281,19.7,-0.02955665
12/29/2006,1007428,0.001789926,60.76,-0.032946045,19.6,-0.005076142
1/5/2007,1014066,0.006589056,56.74,-0.066161949,19.1,-0.025510204
1/12/2007,1023121,0.008929399,54.12,-0.046175538,19.7,0.031413613
1/19/2007,1024581,0.001427006,51.48,-0.048780488,20,0.015228426
1/26/2007,1024884,0.000295731,54.24,0.053613054,20.4,0.02
2/2/2007,1014388,-0.010241159,57.09,0.052544248,20.6,0.009803922
2/9/2007,1003096,-0.011131835,58.99,0.033280785,20.7,0.004854369
2/16/2007,992035,-0.011026861,58.45,-0.009154094,21.1,0.019323671
2/23/2007,983158,-0.008948273,60.06,0.02754491,21.2,0.004739336
3/2/2007,967267,-0.016163221,61.66,0.026640027,20.9,-0.014150943
3/9/2007,964702,-0.002651801,60.85,-0.013136555,21.1,0.009569378
3/16/2007,961792,-0.003016476,57.93,-0.047986853,21.2,0.004739336
3/23/2007,962188,0.000411731,59.38,0.025030209,21.1,-0.004716981
3/30/2007,964836,0.002752061,64.36,0.083866622,21.3,0.009478673
4/6/2007,964749,-9.02E-05,64.81,0.00699192,21.2,-0.004694836
4/13/2007,964973,0.000232185,62.58,-0.03440827,20.9,-0.014150943
4/20/2007,964854,-0.00012332,63.01,0.006871205,21,0.004784689
4/27/2007,965015,0.000166865,65.57,0.040628472,21,0
5/4/2007,971286,0.006498345,63.78,-0.02729907,21.3,0.014285714
5/11/2007,978207,0.007125605,61.89,-0.029633114,21.4,0.004694836
5/18/2007,984585,0.006520092,63.6,0.027629666,21.3,-0.004672897
5/25/2007,986323,0.001765211,65.28,0.026415094,21,-0.014084507
6/1/2007,990094,0.003823291,63.93,-0.020680147,21,0
6/8/2007,990761,0.000673673,65.89,0.030658533,21,0
6/15/2007,1000643,0.009974151,66.65,0.011534375,21.6,0.028571429
6/22/2007,1001205,0.000561639,68.83,0.032708177,21.8,0.009259259
6/29/2007,1009446,0.008231082,69.23,0.005811419,22,0.009174312
7/6/2007,1011887,0.002418158,71.78,0.036833743,21.8,-0.009090909
7/13/2007,1013136,0.001234328,72.8,0.014210086,21.5,-0.013761468
7/20/2007,1017876,0.004678543,74.94,0.029395604,21.3,-0.009302326
7/27/2007,1017134,-0.000728969,75.26,0.004270083,20.7,-0.028169014
8/3/2007,1017012,-0.000119945,76.78,0.020196652,20.4,-0.014492754
8/10/2007,1012505,-0.004431609,71.94,-0.063037249,20,-0.019607843
8/17/2007,1013016,0.000504689,72.06,0.001668057,20.2,0.01
8/24/2007,1010856,-0.002132247,70.15,-0.02650569,20.2,0
8/31/2007,1005439,-0.005358825,72.92,0.039486814,19.9,-0.014851485
9/7/2007,1002077,-0.003343813,75.95,0.041552386,19.5,-0.020100503
9/14/2007,999213,-0.002858064,78.96,0.039631336,19.4,-0.005128205
9/21/2007,1003397,0.004187295,81.79,0.035840932,19.6,0.010309278
9/28/2007,1004348,0.00094778,81.06,-0.008925296,19.9,0.015306122
10/5/2007,1003829,-0.000516753,80.58,-0.00592154,20,0.005025126
10/12/2007,1006364,0.002525331,81.47,0.011044924,20.2,0.01
10/19/2007,998518,-0.007796384,87.84,0.07818829,19.8,-0.01980198
10/26/2007,997433,-0.00108661,88.45,0.006944444,19.7,-0.005050505
11/2/2007,996387,-0.001048692,93.57,0.057885811,19.7,0
11/9/2007,997031,0.000646335,95.77,0.023511809,19.9,0.010152284
11/16/2007,990153,-0.006898482,93.68,-0.021823118,19.8,-0.005025126
11/23/2007,988370,-0.001800732,97.04,0.035866781,19.6,-0.01010101
11/30/2007,984579,-0.003835608,92.49,-0.046887881,18.9,-0.035714286
12/7/2007,983033,-0.001570214,88.73,-0.040653044,18.8,-0.005291005
12/14/2007,974682,-0.008495137,91.16,0.027386453,18.2,-0.031914894
12/21/2007,964224,-0.010729653,91.35,0.002084247,18,-0.010989011
12/28/2007,956865,-0.007632044,95.68,0.047400109,17.8,-0.011111111
1/4/2008,949024,-0.008194468,98.17,0.026024247,17.2,-0.033707865
1/11/2008,952637,0.003807069,94.7,-0.035346847,17.6,0.023255814
1/18/2008,954789,0.002258993,91.53,-0.033474129,17.8,0.011363636
1/25/2008,953837,-0.000997079,89.24,-0.025019119,18.3,0.028089888
2/1/2008,963194,0.009809852,91.13,0.021178844,19.1,0.043715847
2/8/2008,963970,0.000805653,89.09,-0.022385603,19.3,0.010471204
2/15/2008,960263,-0.003845555,94.12,0.05645976,19.8,0.025906736
2/22/2008,962921,0.002767992,99.45,0.056629834,20,0.01010101
2/29/2008,958463,-0.004629663,100.84,0.013976873,19.7,-0.015
3/7/2008,965271,0.007103039,103.42,0.025585085,20.1,0.020304569
3/14/2008,962360,-0.003015733,109.42,0.058015858,20.1,0
3/21/2008,955827,-0.00678852,105.36,-0.037104734,20.3,0.009950249
3/28/2008,957327,0.001569322,104.24,-0.01063022,21,0.034482759
4/4/2008,948665,-0.00904811,103.49,-0.007194935,20.9,-0.004761905
4/11/2008,940660,-0.008438174,109.74,0.060392308,20.8,-0.004784689
4/18/2008,941448,0.00083771,114.41,0.04255513,20.7,-0.004807692
4/25/2008,950280,0.009381293,117.95,0.030941351,20.8,0.004830918
5/2/2008,955771,0.005778297,115.34,-0.02212802,21.1,0.014423077
5/9/2008,960812,0.005274276,123,0.066412346,20.8,-0.014218009
5/16/2008,960394,-0.000435049,124.93,0.015691057,20.4,-0.019230769
5/23/2008,950651,-0.010144795,130.46,0.044264788,19.6,-0.039215686
5/30/2008,950913,0.000275601,128.46,-0.015330369,19,-0.030612245
6/6/2008,951145,0.000243976,128.14,-0.002491048,18.6,-0.021052632
6/13/2008,951737,0.000622408,134.73,0.051428125,18.4,-0.010752688
6/20/2008,957211,0.005751589,134.37,-0.002672011,18.5,0.005434783
6/27/2008,959451,0.002340132,137.63,0.024261368,18.4,-0.005405405
7/4/2008,956308,-0.003275832,142.46,0.035094093,18,-0.02173913
7/11/2008,963797,0.007831159,140.04,-0.016987224,18.1,0.005555556
7/18/2008,965760,0.002036736,135.34,-0.033561839,18.1,0
7/25/2008,968297,0.002626947,126.44,-0.065760307,18.2,0.005524862
8/1/2008,970827,0.002612835,124.57,-0.014789624,18.4,0.010989011
8/8/2008,965365,-0.005626131,118.88,-0.045677129,18.6,0.010869565
8/15/2008,973648,0.008580174,114.45,-0.037264468,19.3,0.037634409
8/22/2008,975909,0.002322194,115.63,0.010310179,19.3,0
8/29/2008,972295,-0.003703214,116.12,0.004237655,19.1,-0.010362694
9/5/2008,957096,-0.015632087,108.3,-0.067344127,19.1,0
9/12/2008,945121,-0.012511807,102.85,-0.050323176,19.2,0.005235602
9/19/2008,927254,-0.018904458,97.29,-0.05405931,20.4,0.0625
9/26/2008,927734,0.000517658,109.63,0.126837291,21.9,0.073529412
10/3/2008,947407,0.021205432,96.68,-0.118124601,22.3,0.01826484
10/10/2008,959170,0.012415994,86.22,-0.108191974,22.3,0
10/17/2008,968685,0.009920035,75.21,-0.12769659,21.3,-0.044843049
10/24/2008,975395,0.006926916,68.78,-0.08549395,20.5,-0.037558685
10/31/2008,980551,0.005286064,65.44,-0.048560628,20.3,-0.009756098
11/7/2008,981596,0.001065727,64.31,-0.017267726,20.1,-0.009852217
11/14/2008,984373,0.002829066,58.64,-0.088166693,20.2,0.004975124
11/21/2008,994066,0.009846877,52.5,-0.104706685,20.7,0.024752475
11/28/2008,993680,-0.000388304,53.54,0.019809524,20.7,0
12/5/2008,1000303,0.006665124,45.5,-0.150168099,20.6,-0.004830918
12/12/2008,997569,-0.002733172,44.71,-0.017362637,20.6,0
12/19/2008,995980,-0.001592872,39.65,-0.113173787,20.5,-0.004854369
12/26/2008,991842,-0.004154702,37.99,-0.04186633,20.7,0.009756098
1/2/2009,998875,0.007090847,42.5,0.118715451,21.3,0.028985507
1/9/2009,1007165,0.008299337,44.51,0.047294118,21.3,0
1/16/2009,1018956,0.011707118,36.91,-0.170748146,21.9,0.028169014
1/23/2009,1022490,0.003468256,43.11,0.167976158,22.4,0.02283105
1/30/2009,1023913,0.001391701,42.52,-0.01368592,22.9,0.022321429
2/6/2009,1026413,0.002441614,40.5,-0.047507056,23.4,0.021834061
2/13/2009,1020225,-0.006028762,36.91,-0.088641975,23.4,0
2/20/2009,1017280,-0.002886618,36.99,0.002167434,23.6,0.008547009
2/27/2009,1018313,0.001015453,42.18,0.140308191,23.5,-0.004237288
3/6/2009,1020705,0.002348983,43.26,0.025604552,23.5,0
3/13/2009,1023756,0.00298911,45.68,0.055940823,23.7,0.008510638
3/20/2009,1026592,0.002770191,49.46,0.082749562,23.8,0.004219409
3/27/2009,1033007,0.006248831,53.45,0.080671249,24.1,0.012605042
4/3/2009,1035682,0.002589527,50.32,-0.058559401,24.1,0
4/10/2009,1043847,0.007883694,50.46,0.002782194,24.6,0.020746888
4/17/2009,1055185,0.010861745,49.8,-0.013079667,24.7,0.004065041
4/24/2009,1060609,0.005140331,48.48,-0.026506024,24.9,0.008097166
5/1/2009,1068948,0.007862464,51.07,0.053424092,24.8,-0.004016064
5/8/2009,1067702,-0.001165632,56,0.096534169,24.3,-0.02016129
5/15/2009,1066938,-0.000715555,58.07,0.036964286,24.3,0
5/22/2009,1069141,0.002064787,60.69,0.045117961,23.8,-0.020576132
5/29/2009,1084218,0.014101975,64.32,0.05981216,24,0.008403361
6/5/2009,1082490,-0.001593775,68.1,0.058768657,23.5,-0.020833333
6/12/2009,1080943,-0.001429113,70.83,0.040088106,23,-0.021276596
6/19/2009,1086257,0.004916078,70.61,-0.003106029,22.7,-0.013043478
6/26/2009,1090644,0.004038639,68.85,-0.024925648,22.3,-0.017621145
7/3/2009,1095977,0.004889772,69.36,0.007407407,22.1,-0.00896861
7/10/2009,1097480,0.001371379,61.48,-0.11361015,21.7,-0.018099548
7/17/2009,1099337,0.001692058,61.27,-0.003415745,21.7,0
7/24/2009,1104921,0.005079425,65.86,0.074914314,22.2,0.023041475
7/31/2009,1102163,-0.002496106,67.07,0.018372305,22.5,0.013513514
8/7/2009,1103509,0.001221235,71.57,0.067094081,23,0.022222222
8/14/2009,1090712,-0.011596643,69.65,-0.026826883,22.5,-0.02173913
8/21/2009,1087571,-0.00287977,70.96,0.018808327,22.5,0
8/28/2009,1083109,-0.004102721,72.62,0.023393461,22.3,-0.008888889
9/4/2009,1078090,-0.004633883,68.41,-0.05797301,21.6,-0.031390135
9/11/2009,1074817,-0.003035925,70.91,0.036544365,21.1,-0.023148148
9/18/2009,1082867,0.007489647,71.36,0.006346072,21.2,0.004739336
9/25/2009,1087478,0.004258141,68.43,-0.041059417,21.6,0.018867925
10/2/2009,1091072,0.003304894,68.99,0.008183545,21.7,0.00462963
10/9/2009,1085270,-0.005317706,70.86,0.027105378,22,0.013824885
10/16/2009,1081130,-0.003814719,75.74,0.068868191,22.4,0.018181818
10/23/2009,1079524,-0.001485483,80.35,0.060866121,22.6,0.008928571
10/30/2009,1071131,-0.007774723,78.51,-0.022899813,22.6,0
11/6/2009,1072101,0.000905585,79.04,0.006750732,22.8,0.008849558
11/13/2009,1067941,-0.003880231,78.21,-0.010501012,22.9,0.004385965
11/20/2009,1067066,-0.000819334,78.36,0.001917913,23,0.004366812
11/27/2009,1072485,0.005078411,76.9,-0.018631955,23.2,0.008695652
12/4/2009,1068230,-0.003967421,76.84,-0.000780234,22.9,-0.012931034
12/11/2009,1055550,-0.011870103,71.53,-0.069104633,22.6,-0.013100437
12/18/2009,1041406,-0.013399649,71.77,0.003355236,22.4,-0.008849558
12/25/2009,1033280,-0.007802913,75.4,0.050578236,22.2,-0.008928571
1/1/2010,1028319,-0.004801216,79.07,0.04867374,22.2,0
1/8/2010,1031862,0.003445429,82.37,0.041735171,22.4,0.009009009
1/15/2010,1030282,-0.001531213,80.07,-0.027922787,22.3,-0.004464286
1/22/2010,1024548,-0.005565467,76.82,-0.040589484,22.2,-0.004484305
1/29/2010,1025319,0.000752527,74.03,-0.036318667,22.5,0.013513514
2/5/2010,1027082,0.001719465,74.59,0.007564501,22.8,0.013333333
2/12/2010,1024665,-0.002353269,73.91,-0.009116504,23,0.00877193
2/19/2010,1026108,0.001408265,78.3,0.059396563,23.1,0.004347826
2/26/2010,1025758,-0.000341095,79.37,0.01366539,23.1,0
3/5/2010,1020480,-0.005145463,80.19,0.010331359,23.1,0
3/12/2010,1018037,-0.002393971,81.76,0.019578501,23.1,0
3/19/2010,1018388,0.000344781,81.46,-0.003669276,23.6,0.021645022
3/26/2010,1021594,0.003148113,80.86,-0.007365578,23.8,0.008474576
4/2/2010,1028921,0.007172125,83.29,0.030051942,23.6,-0.008403361
4/9/2010,1028636,-0.000276989,85.93,0.031696482,23.1,-0.021186441
4/16/2010,1039380,0.0104449,84.6,-0.015477714,23,-0.004329004
4/23/2010,1052273,0.01240451,83.48,-0.013238771,22.8,-0.008695652
4/30/2010,1062064,0.00930462,84.24,0.009103977,22.8,0
5/7/2010,1065461,0.003198489,80.22,-0.047720798,22.9,0.004385965
5/14/2010,1066661,0.001126273,74.97,-0.065445026,22.7,-0.008733624
5/21/2010,1072495,0.005469404,69.48,-0.073229292,22.8,0.004405286
5/28/2010,1070231,-0.002110966,71.8,0.033390904,22.7,-0.004385965
6/4/2010,1069938,-0.000273773,72.89,0.015181058,22.5,-0.008810573
6/11/2010,1074374,0.004146035,73.41,0.007134038,22.7,0.008888889
6/18/2010,1077053,0.002493545,76.74,0.045361667,22.7,0
6/25/2010,1080628,0.003319242,77.35,0.007948918,22.6,-0.004405286
7/2/2010,1080907,0.000258183,74.98,-0.030639948,22.3,-0.013274336
7/9/2010,1084093,0.002947525,74.4,-0.007735396,21.8,-0.022421525
7/16/2010,1089222,0.004731144,76.35,0.026209677,21.7,-0.004587156
7/23/2010,1098220,0.008260942,77.76,0.018467583,22.1,0.01843318
7/30/2010,1104322,0.005556264,78.16,0.005144033,21.8,-0.013574661
8/6/2010,1104448,0.000114097,81.81,0.046699079,21.7,-0.004587156
8/13/2010,1109785,0.004832278,78.18,-0.044371104,21.8,0.004608295
8/20/2010,1118706,0.008038494,74.86,-0.042466104,22.2,0.018348624
8/27/2010,1122743,0.003608634,73.16,-0.022709057,22.7,0.022522523
9/3/2010,1123024,0.00025028,74.03,0.011891744,22.7,0
9/10/2010,1120106,-0.002598342,74.87,0.011346751,22.6,-0.004405286
9/17/2010,1123403,0.002943471,75.65,0.010418058,22.6,0
9/24/2010,1118289,-0.00455224,74.95,-0.009253139,22.6,0
10/1/2010,1118129,-0.000143076,78.42,0.046297532,23.1,0.022123894
10/8/2010,1113455,-0.004180197,82.37,0.050369804,23.5,0.017316017
10/15/2010,1111433,-0.001815969,82.06,-0.003763506,24,0.021276596
10/22/2010,1112019,0.000527247,81.32,-0.009017792,24.6,0.025
10/29/2010,1106559,-0.004909988,82.12,0.009837678,24.8,0.008130081
11/5/2010,1094474,-0.010921243,84.98,0.034827082,24.5,-0.012096774
11/12/2010,1085370,-0.008318151,86.86,0.022122852,23.9,-0.024489796
11/19/2010,1085113,-0.000236786,82.2,-0.053649551,23.9,0
11/26/2010,1085070,-3.96E-05,82.65,0.005474453,23.9,0
12/3/2010,1079441,-0.005187684,86.76,0.049727768,23.2,-0.029288703
12/10/2010,1063806,-0.014484349,88.5,0.020055325,22.3,-0.038793103
12/17/2010,1057803,-0.005642946,88.25,-0.002824859,21.7,-0.02690583
12/24/2010,1048644,-0.008658512,90.16,0.021643059,21.3,-0.01843318
12/31/2010,1042318,-0.006032553,90.97,0.008984028,21,-0.014084507
1/7/2011,1043022,0.000675418,89.53,-0.015829394,20.9,-0.004761905
1/14/2011,1045386,0.002266491,91.03,0.016754161,21.3,0.019138756
1/21/2011,1047782,0.002291976,90.05,-0.010765682,21.9,0.028169014
1/28/2011,1053321,0.005286405,87.27,-0.030871738,22.4,0.02283105
2/4/2011,1056430,0.002951617,90.68,0.039074138,22.7,0.013392857
2/11/2011,1048045,-0.007937109,86.69,-0.044000882,22.9,0.008810573
2/18/2011,1035959,-0.011531948,85.34,-0.01557273,23.2,0.013100437
2/25/2011,1029430,-0.006302373,96.71,0.133231779,23.4,0.00862069
3/4/2011,1023018,-0.00622869,101.03,0.044669631,23.7,0.012820513
3/11/2011,1017896,-0.005006755,103.74,0.026823716,23.7,0
3/18/2011,1016998,-0.000882212,99.77,-0.038268749,23.5,-0.008438819
3/25/2011,1020327,0.003273359,104.62,0.048611807,23.5,0
4/1/2011,1020233,-9.21E-05,105.54,0.00879373,23.5,0
4/8/2011,1015282,-0.004852813,109.75,0.039890089,23.6,0.004255319
4/15/2011,1008543,-0.006637565,108.21,-0.014031891,23.6,0
4/22/2011,1011452,0.002884359,109.75,0.014231587,24.1,0.021186441
4/29/2011,1018973,0.007435845,112.81,0.027881549,24.5,0.01659751
5/6/2011,1025247,0.00615718,106.16,-0.058948675,24.7,0.008163265
5/13/2011,1025181,-6.44E-05,100.65,-0.051902788,24.6,-0.004048583
5/20/2011,1031942,0.006594933,98.46,-0.021758569,24.3,-0.012195122
5/27/2011,1039179,0.007012991,99.89,0.014523664,24.2,-0.004115226
6/3/2011,1040870,0.001627246,100.9,0.010111122,23.5,-0.02892562
6/10/2011,1040248,-0.000597577,100.01,-0.008820614,23,-0.021276596
6/17/2011,1043343,0.002975252,95.89,-0.04119588,22.7,-0.013043478
6/24/2011,1043020,-0.000309582,92.85,-0.031702993,22.3,-0.017621145
7/1/2011,1043513,0.000472666,93.73,0.009477652,22.2,-0.004484305
7/8/2011,1047827,0.004134112,97.1,0.035954337,21.8,-0.018018018
